,election_year,election_type,Candidate Name,CanNameLast,CanNameFirst,Party,Office,District,Candidate_expenditure,Race_expenditure,Won_general,Place_general,VoteShare_general,TotalCanVotes_general,RaceVoterPool_general,Won_primary,Place_primary,VoteShare_primary,TotalCanVotes_primary,RaceVoterPool_primary,Won_runoff,Place_runoff,VoteShare_runoff,TotalCanVotes_runoff,RaceVoterPool_runoff
5585,2000,General,"Mealor, David J.",Mealor,David J.,REP,STR,34,144911.82,307142.7,1.0,1.0,0.5967791568365987,29090.0,48745.0,1.0,1.0,0.4681812912947722,4039.0,8627.0,1.0,1.0,0.5485804416403786,3478.0,6340.0
5749,2000,General,"Denis, Frank ",Denis,Frank ,REP,STR,34,37294.23,307142.7,,,,,,0.0,3.0,0.2625478149994204,2265.0,8627.0,,,,,
5779,2000,General,"Michel, Mark A.",Michel,Mark A.,REP,STR,34,26814.48,307142.7,,,,,,0.0,2.0,0.26927089370580737,2323.0,8627.0,0.0,2.0,0.45141955835962144,2862.0,6340.0
5947,2000,General,"Onest, Jeffrey ",Onest,Jeffrey ,REP,STR,34,291.06,307142.7,,,,,,,,,,,,,,,
5647,2000,General,"Michaud, 'Dr. Andy' ",Michaud,'Dr. Andy' ,DEM,STR,34,97831.11,307142.7,0.0,2.0,0.4032208431634014,19655.0,48745.0,,,,,,,,,,
5608,2000,General,"Kallinger, Jim ",Kallinger,Jim ,REP,STR,35,131649.13,171819.04,1.0,1.0,0.5514038621016467,23272.0,42205.0,1.0,1.0,0.7948635115490228,4921.0,6191.0,,,,,
5902,2000,General,"Krob, Richard L.",Krob,Richard L.,REP,STR,35,2800.95,171819.04,,,,,,0.0,2.0,0.20513648845097723,1270.0,6191.0,,,,,
5938,2000,General,"Moyher, David Kenneth",Moyher,David Kenneth,REP,STR,35,635.88,171819.04,,,,,,,,,,,,,,,
5800,2000,General,"Auffant, James 'Jimmy' ",Auffant,James 'Jimmy' ,DEM,STR,35,21214.03,171819.04,0.0,2.0,0.4485961378983533,18933.0,42205.0,,,,,,,,,,
5818,2000,General,"Suarez, Anthony ",Suarez,Anthony ,DEM,STR,35,15519.05,171819.04,,,,,,,,,,,,,,,
5533,2000,General,"Trovillion, Allen ",Trovillion,Allen ,REP,STR,36,208616.65,339339.11,1.0,1.0,0.5146340839958079,20133.0,39121.0,,,,,,,,,,
5609,2000,General,"Brenner, Alana ",Brenner,Alana ,DEM,STR,36,130722.46,339339.11,0.0,2.0,0.4849569285038726,18972.0,39121.0,,,,,,,,,,
5509,2000,General,"Simmons, David ",Simmons,David ,REP,STR,37,315040.2,424706.54000000004,1.0,1.0,0.6974533588706817,29496.0,42291.0,1.0,1.0,0.5265443339403277,3759.0,7139.0,,,,,
5653,2000,General,"Strickler, Larry ",Strickler,Larry ,REP,STR,37,91600.48,424706.54000000004,,,,,,0.0,2.0,0.4734556660596722,3380.0,7139.0,,,,,
5810,2000,General,"Shahnami, Ali ",Shahnami,Ali ,DEM,STR,37,18065.86,424706.54000000004,0.0,2.0,0.3025466411293183,12795.0,42291.0,,,,,,,,,,
5553,2000,General,"Brummer, Frederick C.",Brummer,Frederick C.,REP,STR,38,177428.07,204820.08000000002,1.0,1.0,0.5117381818181819,17591.0,34375.0,,,,,,,,,,
5778,2000,General,"Girley, Jerry ",Girley,Jerry ,DEM,STR,38,27392.01,204820.08000000002,0.0,2.0,0.4882618181818182,16784.0,34375.0,,,,,,,,,,
5780,2000,General,"Dukes, Dorothy Woodard",Dukes,Dorothy Woodard,REP,STR,39,26795.16,195163.72,0.0,2.0,0.23299560004843983,5772.0,24773.0,,,,,,,,,,
5645,2000,General,"Siplin, Gary ",Siplin,Gary ,DEM,STR,39,98698.73,195163.72,1.0,1.0,0.7670043999515601,19001.0,24773.0,1.0,1.0,0.32264063226406325,2082.0,6453.0,1.0,1.0,0.5608202269560024,2817.0,5023.0
5762,2000,General,"Antone, Bruce ",Antone,Bruce ,DEM,STR,39,33766.0,195163.72,,,,,,0.0,3.0,0.2701069270106927,1743.0,6453.0,,,,,
5776,2000,General,"Sims, Wardell ",Sims,Wardell ,DEM,STR,39,28346.17,195163.72,,,,,,0.0,2.0,0.30574926390825974,1973.0,6453.0,0.0,2.0,0.43917977304399763,2206.0,5023.0
5862,2000,General,"Brooks, Miles ",Brooks,Miles ,DEM,STR,39,7557.66,195163.72,,,,,,0.0,4.0,0.05315357198202386,343.0,6453.0,,,,,
5554,2000,General,"Gardiner, Andy ",Gardiner,Andy ,REP,STR,40,174496.14,642971.4,1.0,1.0,0.545200392230498,26132.0,47931.0,1.0,1.0,0.3721104452054795,3477.0,9344.0,1.0,1.0,0.5438027255029202,4190.0,7705.0
5592,2000,General,"Ferris, Geraldine 'Gerri' ",Ferris,Geraldine 'Gerri' ,REP,STR,40,142079.5,642971.4,,,,,,0.0,3.0,0.278146404109589,2599.0,9344.0,,,,,
5636,2000,General,"Dowless, John ",Dowless,John ,REP,STR,40,106802.42,642971.4,,,,,,0.0,2.0,0.2940924657534247,2748.0,9344.0,0.0,2.0,0.4561972744970798,3515.0,7705.0
5785,2000,General,"Rudd, Michael ",Rudd,Michael ,REP,STR,40,25214.96,642971.4,,,,,,0.0,4.0,0.05565068493150685,520.0,9344.0,,,,,
5854,2000,General,"Paulson, Neil ",Paulson,Neil ,REP,STR,40,8823.2,642971.4,,,,,,,,,,,,,,,
5548,2000,General,"Buchanan, Stuart ",Buchanan,Stuart ,DEM,STR,40,185555.18,642971.4,0.0,2.0,0.454799607769502,21799.0,47931.0,,,,,,,,,,
5535,2000,General,"Johnson, Randy ",Johnson,Randy ,REP,STR,41,200377.36,261627.36,1.0,1.0,0.6764993821117334,42152.0,62309.0,1.0,1.0,0.7208716009364308,8006.0,11106.0,,,,,
5723,2000,General,"Schneider, Mark ",Schneider,Mark ,REP,STR,41,49029.0,261627.36,,,,,,0.0,2.0,0.27912839906356923,3100.0,11106.0,,,,,
5837,2000,General,"Mashayekhi, Ali Kirk",Mashayekhi,Ali Kirk,DEM,STR,41,12221.0,261627.36,0.0,2.0,0.32350061788826656,20157.0,62309.0,,,,,,,,,,
5617,2000,General,"Gibson, Hugh ",Gibson,Hugh ,REP,STR,42,121573.0,206388.97,1.0,1.0,0.5500450856627592,35990.0,65431.0,1.0,1.0,0.6043634233838495,8255.0,13659.0,,,,,
5757,2000,General,"Pruitt, Will ",Pruitt,Will ,REP,STR,42,35799.53,206388.97,,,,,,0.0,2.0,0.39563657661615054,5404.0,13659.0,,,,,
5895,2000,General,"Smith, John Wayne",Smith,John Wayne,LIB,STR,42,3540.99,206388.97,0.0,3.0,0.033011875105072516,2160.0,65431.0,,,,,,,,,,
5733,2000,General,"Martin, John ",Martin,John ,DEM,STR,42,45475.45,206388.97,0.0,2.0,0.41694303923216824,27281.0,65431.0,,,,,,,,,,
5742,2000,General,"Argenziano, Nancy ",Argenziano,Nancy ,REP,STR,43,39025.0,39025.0,,,,,,,,,,,,,,,
5588,2000,General,"Russell, Dave ",Russell,Dave ,REP,STR,44,143466.76,246507.01,1.0,1.0,0.5525528960052283,33819.0,61205.0,1.0,1.0,0.5952985425481899,6331.0,10635.0,,,,,
5811,2000,General,"DeVito, Sabato ",DeVito,Sabato ,REP,STR,44,17899.07,246507.01,,,,,,0.0,3.0,0.16483309826046075,1753.0,10635.0,,,,,
5812,2000,General,"Nicholson, Nicholas W.",Nicholson,Nicholas W.,REP,STR,44,17537.8,246507.01,,,,,,0.0,2.0,0.23986835919134933,2551.0,10635.0,,,,,
5709,2000,General,"Williams, Gregory L.",Williams,Gregory L.,DEM,STR,44,56121.3,246507.01,0.0,2.0,0.44744710399477167,27386.0,61205.0,1.0,2.0,0.533853848969135,4376.0,8197.0,,,,,
5849,2000,General,"Te Strake, Diane ",Te Strake,Diane ,DEM,STR,44,9603.08,246507.01,,,,,,0.0,3.0,0.46614615103086493,3821.0,8197.0,,,,,
5920,2000,General,"Johnson, Shirley L.",Johnson,Shirley L.,DEM,STR,44,1879.0,246507.01,0.0,3.0,0.4152939985148181,24607.0,59252.0,1.0,1.0,0.7989171629669735,7378.0,9235.0,,,,,
5898,2000,General,"Rosen, Doris S.",Rosen,Doris S.,WRI,STR,45,3049.0,295854.93,0.0,2.0,0.005925043941713443,209.0,35274.0,,,,,,,,,,
5512,2000,General,"Fasano, Mike ",Fasano,Mike ,REP,STR,45,292705.93,295854.93,1.0,1.0,0.9940749560582866,35065.0,35274.0,,,,,,,,,,
5957,2000,General,"Lincoln, Tom ",Lincoln,Tom ,DEM,STR,45,100.0,295854.93,,,,,,,,,,,,,,,
5593,2000,General,"Fiorentino, Heather ",Fiorentino,Heather ,REP,STR,46,141196.78,144955.78,1.0,1.0,0.6320884295899012,28992.0,45867.0,,,,,,,,,,
5893,2000,General,"Hobbs, Carlene ",Hobbs,Carlene ,DEM,STR,46,3759.0,144955.78,0.0,2.0,0.36791157041009875,16875.0,45867.0,,,,,,,,,,
5580,2000,General,"Wallace, Rob ",Wallace,Rob ,REP,STR,47,150147.38,155364.86000000002,1.0,1.0,0.6383104442335583,35649.0,55849.0,,,,,,,,,,
5883,2000,General,"Belote, Monte ",Belote,Monte ,DEM,STR,47,5217.48,155364.86000000002,0.0,2.0,0.36168955576644163,20200.0,55849.0,,,,,,,,,,
5606,2000,General,"Bilirakis, Gus Michael",Bilirakis,Gus Michael,REP,STR,48,132922.56,138508.76,1.0,1.0,0.795344699777613,53646.0,67450.0,,,,,,,,,,
5878,2000,General,"Gregg, Chris ",Gregg,Chris ,NPA,STR,48,5586.2,138508.76,0.0,2.0,0.20465530022238695,13804.0,67450.0,,,,,,,,,,
5623,2000,General,"Crow, Larry ",Crow,Larry ,REP,STR,49,118902.97,156120.02000000002,1.0,1.0,0.5213077265944458,26900.0,51601.0,,,,,,,,,,
5751,2000,General,"Humphreys, Sue ",Humphreys,Sue ,DEM,STR,49,37217.05,156120.02000000002,0.0,2.0,0.47869227340555415,24701.0,51601.0,,,,,,,,,,
5627,2000,General,"Berfield, Kim ",Berfield,Kim ,REP,STR,50,115972.0,197658.34,1.0,1.0,0.5437905788092278,23619.0,43434.0,1.0,1.0,0.5588680387409201,3693.0,6608.0,,,,,
5697,2000,General,"Hooper, Ed ",Hooper,Ed ,REP,STR,50,61547.15,197658.34,,,,,,0.0,2.0,0.4411319612590799,2915.0,6608.0,,,,,
5929,2000,General,"Bach, Ernest Wm.",Bach,Ernest Wm.,NPA,STR,50,1600.0,197658.34,,,,,,,,,,,,,,,
5806,2000,General,"VanNahmen, Ava ",VanNahmen,Ava ,DEM,STR,50,18539.19,197658.34,0.0,2.0,0.4562094211907722,19815.0,43434.0,,,,,,,,,,
5531,2000,General,"Waters, Leslie ",Waters,Leslie ,REP,STR,51,218372.5,264712.05,1.0,1.0,0.5388096156318293,20957.0,38895.0,,,,,,,,,,
5730,2000,General,"Brennan, Mary ",Brennan,Mary ,DEM,STR,51,46339.55,264712.05,0.0,2.0,0.4611903843681707,17938.0,38895.0,,,,,,,,,,
5511,2000,General,"Farkas, Frank ",Farkas,Frank ,REP,STR,52,304298.7,460121.04000000004,1.0,1.0,0.5588745197263612,23855.0,42684.0,,,,,,,,,,
5575,2000,General,"Fischer, Margo ",Fischer,Margo ,DEM,STR,52,155822.34,460121.04000000004,0.0,2.0,0.44112548027363885,18829.0,42684.0,,,,,,,,,,
5635,2000,General,"Kersteen, Robert A.",Kersteen,Robert A.,REP,STR,53,107170.3,208383.81,0.0,2.0,0.4375845474907414,19732.0,45093.0,1.0,1.0,0.5278357131397401,3290.0,6233.0,,,,,
5745,2000,General,"Robbins, Tom ",Robbins,Tom ,REP,STR,53,38120.74,208383.81,,,,,,0.0,2.0,0.4721642868602599,2943.0,6233.0,,,,,
5739,2000,General,"Justice, Charlie ",Justice,Charlie ,DEM,STR,53,39891.92,208383.81,1.0,1.0,0.5624154525092586,25361.0,45093.0,1.0,1.0,0.5191540994973132,2995.0,5769.0,,,,,
5793,2000,General,"King, Michele ",King,Michele ,DEM,STR,53,23200.85,208383.81,,,,,,0.0,2.0,0.4808459005026868,2774.0,5769.0,,,,,
5619,2000,General,"Miller, Dave ",Miller,Dave ,REP,STR,54,121308.0,247054.0,,,,,,1.0,1.0,0.3504808767613509,6268.0,17884.0,0.0,2.0,0.4348244863013699,4063.0,9344.0
5664,2000,General,"Carassas, John ",Carassas,John ,REP,STR,54,83300.0,247054.0,,,,,,0.0,2.0,0.34298814582867365,6134.0,17884.0,1.0,1.0,0.5651755136986302,5281.0,9344.0
5765,2000,General,"DiMatteo, Tony ",DiMatteo,Tony ,REP,STR,54,31701.0,247054.0,,,,,,0.0,3.0,0.19576157459181392,3501.0,17884.0,,,,,
5843,2000,General,"Curran, Dan ",Curran,Dan ,REP,STR,54,10745.0,247054.0,,,,,,0.0,4.0,0.11076940281816149,1981.0,17884.0,,,,,
5722,2000,General,"Williams, Earnest ",Williams,Earnest ,DEM,STR,55,49281.39,79902.02,0.0,1.0,0.44744710399477167,27386.0,61205.0,1.0,1.0,0.533853848969135,4376.0,8197.0,,,,,
5770,2000,General,"Peterman, Frank ",Peterman,Frank ,DEM,STR,55,30620.63,79902.02,,,,,,,,,,,,,,,
5506,2000,General,"Murman, Sandra L.",Murman,Sandra L.,REP,STR,56,319176.56,460756.5,1.0,1.0,0.5969074208683011,27099.0,45399.0,,,,,,,,,,
5611,2000,General,"Benedict, Betsy McCoy",Benedict,Betsy McCoy,DEM,STR,56,130133.19,460756.5,,,,,,,,,,,,,,,
5839,2000,General,"Gill, Henry A.",Gill,Henry A.,DEM,STR,56,11446.75,460756.5,,,,,,,,,,,,,,,
5625,2000,General,"Hart, Chris ",Hart,Chris ,REP,STR,57,116892.63,116892.63,1.0,1.0,0.9977989524127939,35813.0,35892.0,,,,,,,,,,
5797,2000,General,"Calcines, Eddy ",Calcines,Eddy ,REP,STR,58,22065.0,226896.59,0.0,2.0,0.37868515507562045,12344.0,32597.0,1.0,1.0,0.6328580686973428,1953.0,3086.0,,,,,
5807,2000,General,"Vila, Hector ",Vila,Hector ,REP,STR,58,18239.74,226896.59,,,,,,0.0,2.0,0.36714193130265715,1133.0,3086.0,,,,,
5546,2000,General,"Henriquez, Bob ",Henriquez,Bob ,DEM,STR,58,186591.85,226896.59,1.0,1.0,0.6213148449243795,20253.0,32597.0,,,,,,,,,,
5648,2000,General,"Joyner, Arthenia L.",Joyner,Arthenia L.,DEM,STR,59,96948.91,113349.91,,,,,,1.0,1.0,0.7074740861974904,6484.0,9165.0,,,,,
5817,2000,General,"Reddick, Frank ",Reddick,Frank ,DEM,STR,59,16401.0,113349.91,,,,,,0.0,2.0,0.29252591380250953,2681.0,9165.0,,,,,
5521,2000,General,"Homan, Ed ",Homan,Ed ,REP,STR,60,255064.75,405798.52,0.0,3.0,0.49508628253875403,16927.0,34190.0,1.0,2.0,0.5206095428428679,2084.0,4003.0,,,,,
5758,2000,General,"Johnson, Warren ",Johnson,Warren ,REP,STR,60,35665.18,405798.52,1.0,1.0,0.6764993821117334,42152.0,62309.0,1.0,1.0,0.7208716009364308,8006.0,11106.0,,,,,
5759,2000,General,"Woodard, Keven A.",Woodard,Keven A.,REP,STR,60,35313.28,405798.52,,,,,,0.0,3.0,0.2720459655258556,1089.0,4003.0,,,,,
5668,2000,General,"Romeo, Sara ",Romeo,Sara ,DEM,STR,60,79671.92,405798.52,1.0,2.0,0.504913717461246,17263.0,34190.0,,,,,,,,,,
5959,2000,General,"Gore, Don ",Gore,Don ,DEM,STR,60,83.39,405798.52,,,,,,,,,,,,,,,
5599,2000,General,"Littlefield, Ken ",Littlefield,Ken ,REP,STR,61,135814.37,176177.02,1.0,1.0,0.5775189119587961,28705.0,49704.0,,,,,,,,,,
5744,2000,General,"McLaughlin, Larry ",McLaughlin,Larry ,DEM,STR,61,38353.73,176177.02,0.0,2.0,0.42248108804120393,20999.0,49704.0,0.0,1.0,0.14981198628997372,4502.0,30051.0,,,,,
5914,2000,General,"Cooper, Johnnie E.",Cooper,Johnnie E.,DEM,STR,61,2008.92,176177.02,,,,,,,,,,,,,,,
5504,2000,General,"Byrd, Johnnie B.",Byrd,Johnnie B.,REP,STR,62,332387.52,354172.52,,,,,,,,,,,,,,,
5799,2000,General,"Clark, John Wayne",Clark,John Wayne,DEM,STR,62,21785.0,354172.52,0.0,1.0,0.33827423065237205,15587.0,46078.0,,,,,,,,,,
5583,2000,General,"Ross, Dennis A.",Ross,Dennis A.,REP,STR,63,146920.69,151796.18,1.0,1.0,0.6508802380362013,28875.0,44363.0,,,,,,,,,,
5885,2000,General,"Castleberry, Coy W.",Castleberry,Coy W.,DEM,STR,63,4875.49,151796.18,0.0,2.0,0.3491197619637987,15488.0,44363.0,,,,,,,,,,
5638,2000,General,"Dockery, Paula ",Dockery,Paula ,REP,STR,64,105120.22,105120.22,1.0,1.0,1.0,31201.0,31201.0,,,,,,,,,,
5559,2000,General,"Bowen, Marty ",Bowen,Marty ,REP,STR,65,169458.0,269394.27,1.0,1.0,0.5383502857007374,22706.0,42177.0,1.0,1.0,0.6054327006790876,3477.0,5743.0,,,,,
5732,2000,General,"Lee, Earle ",Lee,Earle ,REP,STR,65,45794.82,269394.27,,,,,,0.0,2.0,0.3945672993209124,2266.0,5743.0,,,,,
5925,2000,General,"Ulery, Brian L.",Ulery,Brian L.,REP,STR,65,1785.0,269394.27,,,,,,,,,,,,,,,
5932,2000,General,"Proferes, Peter 'PJ' ",Proferes,Peter 'PJ' ,REP,STR,65,1215.19,269394.27,,,,,,,,,,,,,,,
5746,2000,General,"Dershimer, Dave 'Dersh'",Dershimer,Dave 'Dersh',DEM,STR,65,37892.1,269394.27,,,,,,0.0,2.0,0.47568710359408034,3150.0,6622.0,,,,,
5833,2000,General,"Bozeman, Marlene A",Bozeman,Marlene A,DEM,STR,65,13249.16,269394.27,0.0,2.0,0.46164971429926266,19471.0,42177.0,1.0,1.0,0.5243128964059197,3472.0,6622.0,,,,,
5654,2000,General,"Alexander, J D ",Alexander,J D ,REP,STR,66,90829.95,90829.95,1.0,1.0,0.9986237269474264,32652.0,32697.0,,,,,,,,,,
5571,2000,General,"Bennett, Michael S.",Bennett,Michael S.,REP,STR,67,157201.05,220114.16,,,,,,1.0,1.0,0.5954105612385955,10768.0,18085.0,,,,,
5692,2000,General,"Reagan, Ronald ",Reagan,Ronald ,REP,STR,67,62458.55,220114.16,,,,,,0.0,2.0,0.40458943876140446,7317.0,18085.0,,,,,
5944,2000,General,"Leinhauser, Larry ",Leinhauser,Larry ,REP,STR,67,454.56,220114.16,,,,,,,,,,,,,,,
5556,2000,General,"Flanagan, Mark G.",Flanagan,Mark G.,REP,STR,68,172292.93,240225.50999999998,1.0,1.0,0.5512098520948079,26721.0,48477.0,,,,,,,,,,
5831,2000,General,"Frazier, James L.",Frazier,James L.,REP,STR,68,13533.41,240225.50999999998,,,,,,,,,,,,,,,
5711,2000,General,"Sweeting, Arlene ",Sweeting,Arlene ,DEM,STR,68,54399.17,240225.50999999998,0.0,2.0,0.44879014790519217,21756.0,48477.0,,,,,,,,,,
5604,2000,General,"Clarke, Donna (Azar) ",Clarke,Donna (Azar) ,REP,STR,69,134261.02,359828.6,1.0,1.0,0.5184136613863611,23072.0,44505.0,1.0,1.0,0.3299137836952963,3023.0,9163.0,1.0,1.0,0.5234404536862004,2769.0,5290.0
5672,2000,General,"Lewis, John ",Lewis,John ,REP,STR,69,76708.0,359828.6,,,,,,0.0,2.0,0.27687438611808357,2537.0,9163.0,0.0,2.0,0.4765595463137996,2521.0,5290.0
5748,2000,General,"Chambers, Howard ",Chambers,Howard ,REP,STR,69,37480.79,359828.6,,,,,,0.0,4.0,0.1391465677179963,1275.0,9163.0,,,,,
5864,2000,General,"Gruters, Joe ",Gruters,Joe ,REP,STR,69,6980.66,359828.6,,,,,,0.0,3.0,0.2540652624686238,2328.0,9163.0,,,,,
5708,2000,General,"Lanier, Pattie ",Lanier,Pattie ,DEM,STR,69,56467.4,359828.6,,,,,,0.0,2.0,0.4871268656716418,2611.0,5360.0,,,,,
5725,2000,General,"Cullen, David ",Cullen,David ,DEM,STR,69,47930.73,359828.6,0.0,2.0,0.4815863386136389,21433.0,44505.0,1.0,1.0,0.5128731343283582,2749.0,5360.0,,,,,
5683,2000,General,"Detert, Nancy C.",Detert,Nancy C.,REP,STR,70,69459.0,71259.31,1.0,1.0,0.7189823202348973,46035.0,64028.0,,,,,,,,,,
5924,2000,General,"Wizba, Tim ",Wizba,Tim ,DEM,STR,70,1800.31,71259.31,0.0,2.0,0.2810176797651028,17993.0,64028.0,,,,,,,,,,
5561,2000,General,"Paul', 'Jerry ",Paul','Jerry ,REP,STR,71,165601.53,276463.41,1.0,1.0,0.9993105974104315,46385.0,46417.0,1.0,1.0,0.5404493520435549,7048.0,13041.0,,,,,
5637,2000,General,"Monroe, Paul ",Monroe,Paul ,REP,STR,71,106111.02,276463.41,,,,,,0.0,2.0,0.3343301894026532,4360.0,13041.0,,,,,
5887,2000,General,"Columbus, Christopher ",Columbus,Christopher ,REP,STR,71,4750.86,276463.41,,,,,,0.0,3.0,0.12522045855379188,1633.0,13041.0,,,,,
5650,2000,General,"Harrington, Lindsay M.",Harrington,Lindsay M.,REP,STR,72,94843.76,97239.81,1.0,1.0,0.7654363258691137,33533.0,43809.0,,,,,,,,,,
5908,2000,General,"Grant, Nancy J",Grant,Nancy J,CHR,STR,72,2396.05,97239.81,0.0,2.0,0.23456367413088636,10276.0,43809.0,,,,,,,,,,
5542,2000,General,"Kyle, Bruce ",Kyle,Bruce ,REP,STR,73,191994.32,206362.21000000002,1.0,1.0,0.6243432815293632,22698.0,36355.0,,,,,,,,,,
5826,2000,General,"Peet, Maria Lara",Peet,Maria Lara,DEM,STR,73,14367.89,206362.21000000002,0.0,2.0,0.37565671847063675,13657.0,36355.0,,,,,,,,,,
5605,2000,General,"Kottkamp, Jeff ",Kottkamp,Jeff ,REP,STR,74,133475.0,259622.75,1.0,1.0,0.9994996096955625,49936.0,49961.0,1.0,1.0,0.4414703342790181,7158.0,16214.0,1.0,1.0,0.5208389351976338,7748.0,14876.0
5688,2000,General,"Stout, Marilyn ",Stout,Marilyn ,REP,STR,74,65942.0,259622.75,,,,,,0.0,2.0,0.3780066609103244,6129.0,16214.0,0.0,2.0,0.47916106480236625,7128.0,14876.0
5700,2000,General,"Personette, Steven ",Personette,Steven ,REP,STR,74,60205.75,259622.75,,,,,,0.0,3.0,0.18052300481065744,2927.0,16214.0,,,,,
5662,2000,General,"Green, Carole ",Green,Carole ,REP,STR,75,85724.11,85724.11,1.0,1.0,0.9974046290041597,56108.0,56254.0,0.0,1.0,0.49684005833738454,1022.0,2057.0,,,,,
5704,2000,General,"Goodlette, J. Dudley ",Goodlette,J. Dudley ,REP,STR,76,58177.78,58177.78,,,,,,,,,,,,,,,
5566,2000,General,"Spratt, Joseph R.",Spratt,Joseph R.,REP,STR,77,164708.86,231903.86,1.0,1.0,0.5500436159955925,23961.0,43562.0,,,,,,,,,,
5686,2000,General,"Gentry, Doris ",Gentry,Doris ,DEM,STR,77,67195.0,231903.86,0.0,2.0,0.4499563840044075,19601.0,43562.0,,,,,,,,,,
5676,2000,General,"Machek, Richard A.",Machek,Richard A.,DEM,STR,78,74089.08,127059.22,,,,,,1.0,1.0,0.5300454250486697,8168.0,15410.0,,,,,
5714,2000,General,"Kindred, Thomas R. L.",Kindred,Thomas R. L.,DEM,STR,78,52970.14,127059.22,,,,,,,,,,,,,,,
5550,2000,General,"Attkisson, Frank ",Attkisson,Frank ,REP,STR,79,182381.16,289504.48,1.0,1.0,0.5030372716622554,23187.0,46094.0,,,,,,,,,,
5872,2000,General,"Shoemaker, Franklin E.",Shoemaker,Franklin E.,REP,STR,79,6065.75,289504.48,,,,,,,,,,,,,,,
5640,2000,General,"Hart, Donna ",Hart,Donna ,DEM,STR,79,101057.57,289504.48,0.0,2.0,0.4216511443069963,20690.0,49069.0,1.0,1.0,0.5037575150300602,10055.0,19960.0,,,,,
5528,2000,General,"Mayfield, Stan ",Mayfield,Stan ,REP,STR,80,231639.09,483156.69,1.0,2.0,0.6441109657878433,37428.0,58108.0,0.0,3.0,0.2610936799641416,4660.0,17848.0,1.0,1.0,0.6867532084378227,9311.0,13558.0
5591,2000,General,"Jordan, Carole Jean",Jordan,Carole Jean,REP,STR,80,142621.26,483156.69,,,,,,1.0,1.0,0.5031962368833675,12516.0,24873.0,0.0,2.0,0.31324679156217733,4247.0,13558.0
5673,2000,General,"Poppell, Ralph ",Poppell,Ralph ,REP,STR,80,76506.59,483156.69,,,,,,0.0,4.0,0.2425481846705513,4329.0,17848.0,,,,,
5790,2000,General,"Davis, Wesley ",Davis,Wesley ,REP,STR,80,24393.1,483156.69,1.0,1.0,0.6895980528041649,40798.0,59162.0,1.0,2.0,0.4376686454398273,6488.0,14824.0,1.0,3.0,0.569901547116737,4052.0,7110.0
5860,2000,General,"Jeeves, Colleen Joy",Jeeves,Colleen Joy,DEM,STR,80,7996.65,483156.69,0.0,3.0,0.3558890342121567,20680.0,58108.0,,,,,,,,,,
5552,2000,General,"Harrell, Gayle ",Harrell,Gayle ,REP,STR,81,178119.84,286677.83,1.0,1.0,0.5890541511733275,37703.0,64006.0,1.0,1.0,0.6817842942345924,10974.0,16096.0,,,,,
5646,2000,General,"Jackson, Genny ",Jackson,Genny ,REP,STR,81,98532.96,286677.83,,,,,,0.0,2.0,0.31821570576540753,5122.0,16096.0,,,,,
5847,2000,General,"Sawyer, Walter V.",Sawyer,Walter V.,DEM,STR,81,10025.03,286677.83,0.0,2.0,0.4109458488266725,26303.0,64006.0,,,,,,,,,,
5568,2000,General,"Argenio, Art ",Argenio,Art ,REP,STR,82,161792.55,254119.22999999998,,,,,,0.0,2.0,0.39089929653336714,6168.0,15779.0,0.0,2.0,0.4623097897792242,5256.0,11369.0
5667,2000,General,"Negron, Joe ",Negron,Joe ,REP,STR,82,79838.96,254119.22999999998,1.0,1.0,0.9966601137252415,47149.0,47307.0,1.0,1.0,0.41130616642372775,6490.0,15779.0,1.0,1.0,0.5376902102207758,6113.0,11369.0
5838,2000,General,"Traill II, David G.B.",Traill II,David G.B.,REP,STR,82,11562.72,254119.22999999998,,,,,,0.0,3.0,0.19779453704290512,3121.0,15779.0,,,,,
5935,2000,General,"Armstrong, Dennis H.",Armstrong,Dennis H.,REP,STR,82,925.0,254119.22999999998,,,,,,,,,,,,,,,
5514,2000,General,"Atwater, Jeff ",Atwater,Jeff ,REP,STR,83,290976.08,755527.4400000001,1.0,1.0,0.5762314976241752,33713.0,58506.0,1.0,1.0,0.7123306800726156,5101.0,7161.0,,,,,
5523,2000,General,"Domino, Carl J",Domino,Carl J,REP,STR,83,248729.65,755527.4400000001,,,,,,0.0,3.0,0.14118139924591538,1011.0,7161.0,,,,,
5788,2000,General,"Zientek, Helen ",Zientek,Helen ,REP,STR,83,24488.62,755527.4400000001,,,,,,0.0,2.0,0.14648792068146907,1049.0,7161.0,,,,,
5791,2000,General,"Vastola, Gail H.",Vastola,Gail H.,REP,STR,83,23536.67,755527.4400000001,,,,,,,,,,,,,,,
5915,2000,General,"Mertz, Herbert ",Mertz,Herbert ,REP,STR,83,2003.5,755527.4400000001,,,,,,,,,,,,,,,
5815,2000,General,"Danchuk, Michael I.",Danchuk,Michael I.,INT,STR,83,16800.01,755527.4400000001,0.0,3.0,0.036782552216866646,2152.0,58506.0,,,,,,,,,,
5581,2000,General,"Dunston, Pam ",Dunston,Pam ,DEM,STR,83,148992.91,755527.4400000001,0.0,2.0,0.38698595015895804,22641.0,58506.0,,,,,,,,,,
